,0,1,2,3,4,5
0,-3.632024447953323,-4.511672363215493,-4.924254710869584,-4.1821136739021325,-3.6345520114753844,0.0
1,7.590293891866304,4.030213114857973,5.52013820380172,-4.417395366313538,-6.951866553021364,1.0
2,-6.093884691286682,-5.697148669606742,-3.9307807167353332,-6.0503162643039845,-9.006562109146259,0.0
3,2.924505077969069,7.712234433453172,6.669997231404778,-4.759868130642715,-3.735445975753556,1.0
4,-3.972584679513707,-4.30314259101345,-5.250473283737505,-8.311335548038759,-7.354485663490898,0.0
5,-5.722621263934425,-5.869429830914128,-5.06055234510298,-3.792765368817883,-3.505550837031615,0.0
6,-5.558902390144502,-4.4699688423693456,-4.521976697824034,-1.1877039900238446,-3.489467673123763,0.0
7,-3.714469306736092,-4.916281131927981,-4.678875407234259,-4.113558914906492,-2.441472529913001,0.0
8,-6.6566567515621635,-3.4693711564626772,-4.316966123098182,-4.17773635670596,-8.145904165572185,0.0
9,-5.010238461605768,-2.2731454041720296,-6.408167013139487,-6.647582854428212,-8.817610010152762,0.0
10,-6.908538283550536,-4.547054301779862,-5.360201217166101,-0.983206631131722,-2.7686995381296033,0.0
11,4.72979325139219,4.900349367119493,4.551728878846971,-5.205043098703171,-4.27495031562413,1.0
12,-5.670192932456657,-3.9449227594531493,-5.694757734122252,-5.773884301406712,-7.73511181878389,0.0
13,4.314568625533691,5.05527802568215,4.741591792673016,-5.210499850279721,-4.325285155620651,1.0
14,-5.3082684298440785,-3.6109623527207235,-4.562229915415741,-4.753156035371544,-6.290758297111917,0.0
15,-4.155202580024068,-5.944714410343364,-3.879148466515373,-4.537079748751867,-5.01522012485525,0.0
16,4.666542813948032,7.026607994155643,6.287677067414833,-4.151643697547364,-5.303263686834051,1.0
17,4.5742682970219635,5.3436128904461455,4.09769970065686,-5.448175976737294,-4.215139473778636,1.0
18,4.529779667450909,4.863058957626081,5.2265781938993605,-3.809004232910911,-4.925474257645541,1.0
19,-3.4952734120943765,-4.624498440395849,-7.009031997920214,-7.511875668445224,-5.303505444971744,0.0
20,-6.0165726803508015,-4.989729356368662,-4.229192994685949,-4.104167120123884,-6.107155826992709,0.0
21,-6.440434466417976,-3.9396657768608736,-4.774650522411825,-3.851621517583656,-6.994827448096789,0.0
22,-4.947580773970416,-5.760013992580928,-4.804599012914069,-2.977835349269774,-3.2211612836478873,0.0
23,-2.186312281304817,-3.1412543388404197,-4.629540449048459,-4.751419325582303,-3.4150947961274927,0.0
24,5.083776822479991,5.484801413464825,5.384913003885549,-4.399166972249783,-5.478308142316094,1.0
25,-4.398044484641766,-4.9081110572698785,-4.918442393167241,-4.544982175698887,-3.6151476265409705,0.0
26,4.091789032826361,5.74432785716686,3.9068252810217254,-4.064458000588582,-4.243064787772717,1.0
27,-4.253582476519258,-5.05233259393136,-3.1699366586179663,-6.3572584315904175,-5.350802740568441,0.0
28,-4.62511644907917,-3.165565321707357,-5.815656566539126,-6.679298297495827,-5.733533389650246,0.0
29,-3.6414045707546077,-5.183231482315268,-4.687142214321465,-6.141326215780501,-5.750461186391794,0.0
30,7.325990666365719,2.808584815966432,3.1959591586303873,-4.047990294453299,-5.94148392706137,1.0
31,-5.982655500644064,-4.077222097921242,-5.000648675921687,-6.6222344898519445,-8.733933759535297,0.0
32,4.523520064423338,5.247247024174108,5.418476877345009,-7.6289277198892815,-4.164142196277047,1.0
33,-5.117716438738148,-5.746915625014955,-4.38779019971495,-4.654688239550442,-4.4856203606680385,0.0
34,5.913733431872278,6.238314696750901,6.2599874473070205,-5.077141070213625,-5.794129150989774,1.0
35,-6.348829727179158,-4.264386824480541,-3.972852250019389,-5.503133707863237,-8.200623360786322,0.0
36,-4.137224663403676,-3.4964807560984372,-5.540950860565644,-5.640093881858791,-5.281419169520404,0.0
37,4.220594966398031,4.837536906836492,5.349560952027321,-5.200078552793522,-4.537690548394705,1.0
38,-4.123886256367979,-6.078638502285211,-4.881492642916741,-6.34968818588771,-4.878602146200794,0.0
39,-5.894597724095188,-4.862790843057278,-4.914869714219974,-5.104740731044076,-5.188233213700041,0.0
40,4.112763033683077,2.857592270336305,1.5613773399386908,-5.255250437714471,-3.305132398174369,1.0
41,-5.472228485259373,-3.1508497740015233,-5.930233956379976,-5.220355680875585,-7.925689053998761,0.0
42,5.61705833860047,5.288188204284972,6.531158103593835,-5.066146262477167,-6.0871170747660175,1.0
43,-5.797896003094778,-5.240691053116618,-5.077670242277187,-4.348915705035986,-4.678807092792956,0.0
44,-4.451000673073425,-4.922414918979468,-4.86300147013108,-8.421191383269521,-9.55481491732251,0.0
45,-5.487388020807083,-3.013314049443249,-6.00914493040859,-3.250708195552721,-3.9476773659517956,0.0
46,-4.925510603339779,-5.769916729025451,-3.8292368393143743,-5.84215134542765,-6.037171378389688,0.0
47,-5.747869384493197,-4.835333888691182,-4.716885593162815,-4.519238269010533,-5.9501182026044885,0.0
48,-5.166062275153797,-3.546484460798184,-5.567725254511324,-5.32140367258758,-5.659464996294476,0.0
49,3.5296422524538658,4.762985767680496,5.571695820080436,-3.3109638515533746,-4.22460322683736,1.0
50,5.550392859494931,6.021882615048025,5.674841002853166,-6.764204553173012,-5.5757681568091835,1.0
51,-4.468259183577208,-5.375910420355577,-4.272395890695142,-3.8730642484906137,-2.763285479673158,0.0
52,-5.965287077550774,-7.008135002091311,-4.9073130934527756,-2.9687062471358785,-3.5307998166236185,0.0
53,5.786059737039196,4.889026101405277,4.948597126394164,-5.082924094828163,-5.829098825273999,1.0
54,-3.961497621098684,-4.678515259810512,-4.214328327423141,-4.406136816603741,-4.090661292906969,0.0
55,5.039024926825388,4.751342735314026,4.279459092158722,-7.109707140749742,-4.490300986251148,1.0
56,-5.866082466126519,-6.4097379904902025,-4.186977482542232,-2.977915350486975,-3.832409738048754,0.0
57,-4.961842241168427,-4.87343681578709,-5.070948436114882,-6.11764119998818,-5.689180678659214,0.0
58,-3.5647176317719156,-6.0635497432584105,-5.349307291692258,-6.59816405096847,-2.5089299922092416,0.0
59,-5.540908458120666,-3.826579503908907,-5.718433458597939,-5.464298573225346,-7.812865247923451,0.0
60,5.221120084067103,5.062040228248589,4.517758561670636,-4.005868111315759,-5.491843502336101,1.0
61,-5.900612840019092,-4.429099061093054,-5.3675292606762275,-2.467891243835148,-3.365122185961542,0.0
62,5.690257291087071,5.505234055695969,5.448051594754227,-5.062214185249488,-5.300692335491674,1.0
